order_id,order_date,customer_email,customer_name,product_id,product_name,category,quantity,unit_price,total_amount,discount,shipping_cost,order_status,payment_method,shipping_address,country,currency
WEB24939,02/16/2024,Rebecca.perez@gmail.com,,PROD-027,Hoodie Pullover,Fashion,1,61.68,76.57,0.0,14.89,Completed,PayPal,190 Donald Plaza,France,EUR
WEB20660,02/05/2024,Joann.smith@yahoo.com,Joann Smith,P026,Sneakers Casual,Fashion,2,43.47,97.0,0.0,10.06,Completed,Apple Pay,21013 Thomas Brooks Suite 246,United States,USD
WEB28971,03/23/2023,PERRY.GRAHAM@YAHOO.COM,Perry Graham,prod-033,Non-Stick Cookware Set,Home & Kitchen,1,168.78,175.23,0.0,6.45,CANCELLED,Google Pay,65646 George River,United States,USD
WEB13399,07-Jul-2024,TIMOTHY.JAMES@HOTMAIL.COM,Timothy James,prod-025,Dress Shirt Long Sleeve,Fashion,1,58.44,64.45,0.94,6.95,Success,Debit Card,606 Amanda Terrace,United States,USD
WEB09739,01.10.2023,Michelle.anderson@hotmail.com,Michelle Anderson,prod-018,Denim Jeans Slim Fit,Fashion,2,65.63,136.72,0.0,5.46,Completed,Apple Pay,,United States,USD
WEB10068,02/13/2024,MICHAEL.FRYE@HOTMAIL.COM,Michael Frye,P004,Laptop Sleeve 15 inch,Electronics,2,25.12,56.64,0.0,6.4,SHIPPED,Debit Card,6736 Mccoy Viaduct Suite 555,United States,USD
WEB22345,02/23/2023,RILEY.MORGAN@HOTMAIL.COM,Riley Morgan,prod-006,Mechanical Keyboard,Electronics,1,78.21,87.37,0.0,9.16,Pending,Google Pay,702 Leslie Bridge,United States,USD
WEB08746,23-May-2023,Brian.mccoy@hotmail.com,Brian Mccoy,PROD056,Basketball Official Size,Sports,2,20.11,47.11,0.0,6.89,Canceled,Credit Card,79827 Lucas Freeway Suite 264,United States,USD
WEB03912,08-Jun-2024,Andrew.clark@hotmail.com,Andrew Clark,P060,Gym Bag Duffel,Sports,2,68.85,144.58,0.0,6.88,Pending,Credit Card,15573 Kristina Rapid,United States,USD
WEB02431,23-Oct-2024,KEITH.JONES@HOTMAIL.COM,Keith Jones,PROD018,Denim Jeans Slim Fit,Fashion,4,49.01,203.95,5.66,13.57,Pending,Debit Card,327 Scott Roads,United States,USD
WEB06524,16-Apr-2023,abigail.mcbride@gmail.com,Abigail Mcbride,PROD008,Portable Power Bank 20000mAh,Electronics,1,28.85,34.8,0.0,5.95,Complete,Google Pay,8832 Gonzalez Ramp,United States,usd
WEB29063,19.09.2024,REBECCA.SPENCE@HOTMAIL.COM,Rebecca Spence,prod-013,Wireless Earbuds Pro,Electronics,2,109.91,231.05,0.0,11.23,In Progress,PayPal,59437 Cochran Trail,Germany,EUR
WEB19611,2023-10-07,jessicapace@hotmail.com,Jessica Pace,PROD008,Portable Power Bank 20000mAh,Electronics,1,43.8,49.25,2.62,8.07,completed,Google Pay,55564 Miller Vista,France,EUR
WEB10337,2024-07-15,Jamie.cabrera@hotmail.com,Jamie Cabrera,PROD-031,Stainless Steel Water Bottle,Home & Kitchen,3,17.57,66.05,0.0,13.34,Completed,PayPal,70820 Charles Road Apt. 493,United States,USD
WEB05709,05/12/2024,JAMES.NEAL@GMAIL.COM,James Neal,prod-019,Leather Wallet Bifold,Fashion,2,53.06,94.67,17.06,5.61,Completed,Credit Card,1176 Walker Mountains Apt. 304,United States,USD
WEB22341,2023-12-29,Madison.salas@hotmail.com,Madison Salas,P043,Area Rug 5x7,Home & Kitchen,1,157.68,169.23,0.0,11.55,Completed,Apple Pay,,France,EUR
WEB06297,28.01.2024,michaelmorales@gmail.com,Michael Morales,prod-014,Laptop Stand Aluminum,Electronics,1,27.74,41.71,0.0,13.97,shipped,Debit Card,704 Carol Prairie Suite 531,United States,USD
WEB02175,2023/11/24,MICHAEL.WARNER@HOTMAIL.COM,Michael Warner,P046,Yoga Mat Extra Thick,Sports,2,21.69,57.26,0.0,13.88,Completed,Credit Card,688 Hunt Rest Suite 243,United States,USD
WEB05975,23-Feb-2023,tina.palmer@hotmail.com,Tina Palmer,PROD-029,Crossbody Bag Leather,Fashion,1,112.77,119.68,4.72,11.63,Cancelled,Debit Card,212 Gonzalez Station Suite 919,United States,$
WEB30436,2024-10-04,Scott.cox@yahoo.com,,PROD-027,Hoodie Pullover,Fashion,1,33.98,44.21,4.37,14.6,Shipped,Credit Card,46409 West Landing Suite 870,United States,USD
WEB06999,2023/01/27,donna.gibson@hotmail.com,Donna Gibson,PROD053,Water Bottle Insulated 32oz,Sports,1,21.33,24.12,3.42,6.21,Cancelled,Credit Card,,United States,USD
WEB17331,2024/02/20,eric.neal@yahoo.com,Eric Neal,P075,Perfume Eau de Parfum,Beauty,1,173.03,185.5,0.0,12.47,Shipped,Debit Card,324 Aaron Landing,United States,USD
WEB26986,2023/03/19,justin.ellison@yahoo.com,Justin Ellison,P026,Sneakers Casual,Fashion,1,116.06,129.0,0.0,12.94,Shipped,Debit Card,51288 Michelle Mountains Apt. 394,United States,USD
WEB19418,10.02.2023,natashahenson@hotmail.com,Natasha Henson,prod-072,Hair Dryer Ionic,Beauty,2,32.97,78.18,0.0,12.24,Completed,Apple Pay,7077 Julia Crescent,United States,USD
WEB12164,23-Aug-2024,Henry.bush@yahoo.com,Henry Bush,PROD-073,Electric Toothbrush,Beauty,3,37.21,125.56,0.0,13.93,Shipped,Google Pay,2520 Brian Roads Suite 893,United States,USD
WEB33149,17-Jul-2023,christopheryoder@gmail.com,,PROD017,Women's Yoga Pants,Fashion,1,36.2,44.77,0.0,8.57,Pending,PayPal,,United States,USD
WEB06767,2023-11-30,christopher.munoz@hotmail.com,Christopher Munoz,PROD023,Baseball Cap Adjustable,Fashion,3,28.19,77.73,15.14,8.3,Pending,Apple Pay,47813 Jesus Fall,United States,USD
WEB22157,30-Jul-2024,Timothy.smith@hotmail.com,Timothy Smith,P080,Massage Oil Set,Beauty,1,41.08,51.17,0.0,10.09,Delivered,Credit Card,855 Jessica Common,United States,USD
WEB30989,03/09/2024,ellen.johnson@gmail.com,Ellen Johnson,PROD025,Dress Shirt Long Sleeve,Fashion,1,73.15,84.53,0.0,11.38,Shipped,Google Pay,5334 Weaver Mews Suite 963,United States,USD
WEB25380,2023-02-06,Joan.wise@yahoo.com,Joan Wise,prod-052,Hiking Backpack 50L,Sports,1,126.1,135.29,0.0,9.19,COMPLETED,PayPal,41416 James Circle Apt. 761,United States,USD
WEB08135,16-Jul-2023,DEREK.BAIRD@GMAIL.COM,Derek Baird,P005,Wireless Mouse,Electronics,1,18.09,30.6,0.0,12.51,Shipped,Apple Pay,22035 Greg Stravenue,United States,USD
WEB22233,07/25/2024,OLIVIA.WILLIAMS@HOTMAIL.COM,,P054,Fitness Tracker Band,Sports,1,45.49,55.59,0.0,10.1,In Progress,Credit Card,663 Clark Underpass Apt. 270,United Kingdom,GBP
WEB00126,2023/05/15,SAMANTHA.HURST@GMAIL.COM,Samantha Hurst,PROD018,Denim Jeans Slim Fit,Fashion,2,66.55,141.1,0.0,8.0,Completed,Google Pay,978 Trevino Circles,United States,USD
WEB06170,2023-06-20,AMY.THOMPSON@YAHOO.COM,Amy Thompson,P027,Hoodie Pullover,Fashion,2,61.31,137.38,0.0,14.76,Pending,Debit Card,9891 Jennifer Track,United States,USD
WEB24346,2024-06-18,JENNIFER.CRUZ@YAHOO.COM,Jennifer Cruz,PROD001,Wireless Bluetooth Headphones,Electronics,2,52.37,112.71,0.0,7.97,SHIPPED,Apple Pay,105 Hale Glens Apt. 397,United Kingdom,GBP
WEB27190,12-Feb-2024,stephanie.hayes@hotmail.com,Stephanie Hayes,PROD-042,Table Lamp Modern,Home & Kitchen,5,66.16,336.57,0.0,5.77,Shipped,Google Pay,77469 Howard Ferry,United States,USD
WEB09266,08.06.2023,Caitlin.morris@yahoo.com,Caitlin Morris,P052,Hiking Backpack 50L,Sports,1,79.59,85.76,8.2,14.37,Pending,PayPal,949 Johnson Viaduct,United States,USD
WEB15334,2024/08/04,Jose.casey@yahoo.com,Jose Casey,P061,Python Programming for Beginners,Books,1,24.4,32.94,0.0,8.54,Success,Debit Card,98616 Scott Garden,United States,USD
WEB00783,2024-12-30,WILLIAM.SMITH@YAHOO.COM,William Smith,PROD018,Denim Jeans Slim Fit,Fashion,1,84.24,87.18,11.52,14.46,Completed,Google Pay,4598 Tina Green Suite 058,Germany,EUR
WEB18759,12.07.2024,nathaniel.wilson@gmail.com,Nathaniel Wilson,PROD-052,Hiking Backpack 50L,Sports,1,89.76,98.83,0.0,9.07,pending,Apple Pay,5497 Garner River,United States,$
WEB23646,2024-06-24,Steven.stone@yahoo.com,Steven Stone,PROD-010,Bluetooth Speaker Waterproof,Electronics,2,72.66,158.44,0.0,13.12,Canceled,Credit Card,3262 Blanchard Greens Apt. 501,United States,USD
WEB19832,2023-08-24,natasha.morton@yahoo.com,Natasha Morton,PROD008,Portable Power Bank 20000mAh,Electronics,2,29.64,65.67,0.0,6.39,RETURNED,PayPal,888 Ward Landing Apt. 800,United Kingdom,GBP
WEB25872,23-Apr-2023,daleburns@yahoo.com,Dale Burns,P011,Phone Screen Protector,Electronics,1,10.2,17.88,0.0,7.68,SUCCESS,Apple Pay,27953 Miranda Lodge Apt. 699,United States,USD
WEB17211,2023/09/18,jenniferrichardson@yahoo.com,Jennifer Richardson,prod-075,Perfume Eau de Parfum,Beauty,4,167.34,677.69,0.0,8.33,Pending,Google Pay,8885 Jenkins Turnpike Suite 376,United States,USD
WEB29821,08/26/2023,GLENN.MAY@GMAIL.COM,Glenn May,PROD-049,Jump Rope Speed,Sports,1,20.46,35.3,0.0,14.84,Cancelled,Google Pay,22613 Gilbert Island Suite 710,United States,USD
WEB22381,2024-01-27,joelfoster@yahoo.com,Joel Foster,PROD057,Soccer Ball Professional,Sports,2,34.17,77.43,0.0,9.09,Pending,Google Pay,64402 Nicole Ville Apt. 479,United States,USD
WEB20102,2024/09/14,jamesdominguez@hotmail.com,James Dominguez,P052,Hiking Backpack 50L,Sports,2,61.49,135.59,0.66,13.27,Completed,Debit Card,897 Ortiz Glen,United States,
WEB30879,16-Nov-2024,Beth.byrd@yahoo.com,,PROD004,Laptop Sleeve 15 inch,Electronics,3,21.96,74.26,0.0,8.38,Canceled,Credit Card,804 Myers Port,United Kingdom,GBP
WEB20476,02-Oct-2024,victoria.kerr@gmail.com,Victoria Kerr,PROD-025,Dress Shirt Long Sleeve,Fashion,1,43.41,46.87,8.14,11.6,Shipped,Debit Card,0164 Patrick Extensions,France,EUR
WEB18365,05-Dec-2023,Linda.ortiz@hotmail.com,Linda Ortiz,PROD-020,Running Shoes Athletic,Fashion,3,96.28,278.85,17.92,7.93,CANCELLED,Google Pay,8674 Carr Spurs Suite 792,United States,USD
WEB23555,2023-12-27,Crystal.watson@yahoo.com,Crystal Watson,prod-010,Bluetooth Speaker Waterproof,Electronics,2,34.11,76.57,0.0,8.35,Shipped,Google Pay,125 Madden Fall,United States,USD
WEB00693,2024-06-16,heathermurray@hotmail.com,Heather Murray,PROD066,History World War II,Books,1,26.01,37.81,0.0,11.8,returned,Debit Card,286 Mary Club,United States,USD
WEB30397,11.12.2024,Heather.christian@hotmail.com,Heather Christian,PROD033,Non-Stick Cookware Set,Home & Kitchen,1,179.84,187.41,0.0,7.57,Completed,PayPal,534 Holloway Fords Suite 992,United States,USD
WEB25348,05-Jan-2023,christina.reynolds@yahoo.com,Christina Reynolds,PROD-035,Throw Pillow Set of 4,Home & Kitchen,1,58.71,55.72,11.35,8.36,Complete,Apple Pay,098 Levi Ports Suite 759,United States,USD
WEB08938,2024-04-04,jeremy.martin@hotmail.com,Jeremy Martin,prod-066,History World War II,Books,1,35.1,35.85,6.3,7.05,SUCCESS,Debit Card,3960 Cummings Cliffs,France,EUR
WEB13421,2024-04-07,Laura.brown@yahoo.com,Laura Brown,prod-014,Laptop Stand Aluminum,Electronics,2,32.09,74.19,0.0,10.01,COMPLETED,PayPal,451 Rodriguez Springs,United States,USD
WEB05464,11.06.2024,JENNIFER.PEREZ@GMAIL.COM,Jennifer Perez,PROD018,Denim Jeans Slim Fit,Fashion,1,84.98,90.16,0.86,6.04,Shipped,Google Pay,6517 Owens Row,United States,USD
WEB14447,27-Apr-2024,Daniel.garcia@yahoo.com,Daniel Garcia,prod-046,Yoga Mat Extra Thick,Sports,4,33.37,142.2,0.0,8.72,Completed,Apple Pay,537 Jordan Mountain Apt. 043,Germany,EUR
WEB16741,2023/02/27,CYNTHIA.BROWN@GMAIL.COM,Cynthia Brown,P019,Leather Wallet Bifold,Fashion,1,42.4,52.64,0.0,10.24,shipped,Apple Pay,94488 Reyes Stream Suite 076,United Kingdom,GBP
WEB09790,2024-11-01,Brenda.miller@gmail.com,Brenda Miller,P057,Soccer Ball Professional,Sports,1,58.1,67.77,0.0,9.67,Cancelled,Debit Card,80833 Nathan Inlet Suite 911,Germany,EUR
WEB07127,06-Aug-2023,elizabeth.ingram@yahoo.com,Elizabeth Ingram,PROD-046,Yoga Mat Extra Thick,Sports,2,20.17,50.4,0.0,10.06,Complete,PayPal,2662 Jenkins Shores Apt. 414,United States,USD
WEB28674,15.01.2023,juliegarcia@gmail.com,Julie Garcia,PROD046,Yoga Mat Extra Thick,Sports,3,41.2,135.27,0.0,11.67,Complete,Credit Card,963 Reyes Mountains Apt. 725,United States,$
WEB06915,09-Mar-2024,philip.kemp@gmail.com,Philip Kemp,P062,Data Science Essentials,Books,5,50.75,235.46,32.99,14.7,PENDING,Debit Card,1309 Wright Hills,United States,$
WEB17241,2024-02-27,Trevor.jimenez@hotmail.com,Trevor Jimenez,PROD-019,Leather Wallet Bifold,Fashion,2,21.95,51.8,3.07,10.97,Shipped,Apple Pay,823 Daniel Station Suite 892,Germany,EUR
WEB16329,16.09.2024,lauriehall@hotmail.com,Laurie Hall,prod-076,Shampoo Sulfate-Free,Beauty,1,18.58,30.11,1.2,12.73,Canceled,Apple Pay,616 Sara Loaf,United Kingdom,GBP
WEB17080,2024-03-25,Maria.perkins@yahoo.com,Maria Perkins,PROD-055,Foam Roller Muscle,Sports,2,42.0,83.09,8.44,7.53,Returned,Credit Card,,United States,USD
WEB27387,08/02/2024,GINA.HALL@YAHOO.COM,Gina Hall,PROD-021,Winter Jacket Insulated,Fashion,3,122.23,377.51,0.0,10.82,Returned,Google Pay,,United States,usd
WEB13782,09/18/2023,WILLIAM.HEATH@GMAIL.COM,William Heath,PROD-007,Webcam HD 1080p,Electronics,2,82.72,158.08,14.42,7.06,Completed,Credit Card,3187 Mcdonald Wells Suite 691,United States,USD
WEB28471,2023/07/10,AARON.MORRIS@HOTMAIL.COM,,P064,Self-Help Motivation Book,Books,3,25.79,84.66,0.0,7.29,Complete,Apple Pay,0400 Hardy Forges,United States,USD
WEB14234,02-Jun-2023,robincruz@yahoo.com,Robin Cruz,P059,Bike Lock Heavy Duty,Sports,1,70.3,81.52,0.0,11.22,Shipped,Debit Card,774 Rachel Path Suite 153,United States,USD
WEB23951,2023/01/12,Benjamin.casey@hotmail.com,Benjamin Casey,PROD-059,Bike Lock Heavy Duty,Sports,1,49.73,57.48,0.0,7.75,Canceled,Credit Card,656 Amanda Inlet,United States,USD
WEB22876,08.11.2024,stephaniemckee@hotmail.com,Stephanie Mckee,PROD-003,USB-C Fast Charger,Electronics,3,25.39,73.26,14.54,11.63,Completed,Google Pay,917 Pena Rapids Apt. 086,United Kingdom,GBP
WEB22626,2023-04-08,Cynthia.ware@hotmail.com,Cynthia Ware,PROD-069,Business Strategy Guide,Books,1,39.37,50.41,0.0,11.04,returned,Google Pay,73393 Edward Mews,United States,USD
WEB15201,2023-12-09,paulrussell@yahoo.com,Paul Russell,prod-007,Webcam HD 1080p,Electronics,4,68.43,286.39,0.0,12.67,Pending,PayPal,8116 Hall Highway,United States,USD
WEB20135,2023-08-22,nathan.ellis@yahoo.com,Nathan Ellis,PROD002,Smartphone Case Premium,Electronics,1,17.37,25.5,0.0,8.13,Cancelled,Credit Card,837 Lori Villages Suite 548,United Kingdom,GBP
WEB32350,2024/06/19,Laura.flores@yahoo.com,Laura Flores,P047,Dumbbell Set Adjustable,Sports,4,167.14,682.21,0.0,13.65,Pending,PayPal,329 Velasquez Place Apt. 127,United States,USD
WEB02888,12-Oct-2023,jonathan.ryan@yahoo.com,Jonathan Ryan,PROD076,Shampoo Sulfate-Free,Beauty,4,29.76,130.05,0.0,11.01,Pending,Credit Card,96317 King Rapid,United States,usd
WEB17441,20.11.2023,Dawn.delgado@yahoo.com,Dawn Delgado,PROD045,Picture Frame Set,Home & Kitchen,1,32.22,40.37,0.0,8.15,Canceled,Credit Card,15437 Holt Village,United States,USD
WEB26889,2023-06-04,anthony.perkins@yahoo.com,Anthony Perkins,prod-037,Vacuum Cleaner Cordless,Home & Kitchen,3,114.12,348.1,0.0,5.74,RETURNED,Credit Card,,United States,usd
WEB25524,2023/11/16,Ryan.richardson@yahoo.com,Ryan Richardson,prod-015,USB Hub 7-Port,Electronics,1,15.06,22.03,0.0,6.97,Pending,Apple Pay,80997 Veronica Fort,United States,USD
WEB31454,2024/11/30,adamhensley@hotmail.com,Adam Hensley,prod-042,Table Lamp Modern,Home & Kitchen,1,71.58,72.88,8.47,9.77,Complete,Google Pay,742 Amber Shores Apt. 906,United States,USD
WEB01112,2024/01/18,Leah.hernandez@hotmail.com,Leah Hernandez,P047,Dumbbell Set Adjustable,Sports,2,132.97,271.61,0.0,5.67,Shipped,Apple Pay,12652 Aaron Centers,United States,USD
WEB24130,02/08/2024,BRANDON.CAMPBELL@HOTMAIL.COM,Brandon Campbell,PROD-059,Bike Lock Heavy Duty,Sports,2,31.65,65.07,10.08,11.85,Delivered,Debit Card,5818 Fowler Inlet Suite 515,United States,USD
WEB29883,2024/12/23,walter.williams@yahoo.com,Walter Williams,prod-021,Winter Jacket Insulated,Fashion,2,82.52,172.8,0.0,7.76,Canceled,Google Pay,07750 Harris Estates,United States,USD
WEB05455,03-Jan-2024,david.potter@yahoo.com,David Potter,prod-075,Perfume Eau de Parfum,Beauty,1,151.71,158.03,0.0,6.32,canceled,Apple Pay,0809 Candace Inlet,United States,USD
WEB20371,03-May-2023,kristagibson@yahoo.com,Krista Gibson,PROD-018,Denim Jeans Slim Fit,Fashion,3,61.08,181.01,8.61,6.38,Completed,Google Pay,966 Gail Knoll,Germany,EUR
WEB06534,31.10.2023,ALYSSA.JOHNSON@HOTMAIL.COM,Alyssa Johnson,PROD030,Watch Analog Classic,Fashion,1,212.66,225.77,0.0,13.11,shipped,Apple Pay,2311 Tyler Trafficway Suite 215,United States,USD
WEB11841,2024/04/08,joseshaw@yahoo.com,Jose Shaw,PROD023,Baseball Cap Adjustable,Fashion,1,27.84,37.52,0.0,9.68,pending,PayPal,37658 Melissa Camp Apt. 201,United Kingdom,GBP
WEB05101,2023/11/11,lisahall@hotmail.com,Lisa Hall,prod-007,Webcam HD 1080p,Electronics,1,55.06,63.55,0.0,8.49,RETURNED,Apple Pay,,Germany,EUR
WEB29110,07-Mar-2023,TODD.SMITH@GMAIL.COM,Todd Smith,P012,HDMI Cable 6ft,Electronics,4,24.91,110.87,0.0,11.23,PENDING,Apple Pay,5861 Hector Plaza,United States,USD
WEB29588,12/29/2023,PATRICK.BROWN@HOTMAIL.COM,Patrick Brown,P030,Watch Analog Classic,Fashion,1,287.51,293.3,0.0,5.79,Canceled,Apple Pay,67898 Anderson Stravenue,Germany,EUR
WEB20928,2023-11-27,BRADLEY.KELLEY@YAHOO.COM,Bradley Kelley,PROD-048,Resistance Bands Set,Sports,1,28.13,42.81,0.0,14.68,shipped,Credit Card,966 Walker Valley Suite 125,United States,USD
WEB17333,2023/12/11,Michelle.ruiz@gmail.com,Michelle Ruiz,P064,Self-Help Motivation Book,Books,2,21.55,49.93,0.0,6.83,Completed,Google Pay,606 Dean Shores Apt. 056,United States,USD
WEB29577,2024/02/28,clarence.dawson@hotmail.com,Clarence Dawson,PROD-060,Gym Bag Duffel,Sports,2,57.14,103.31,17.33,6.36,Returned,Credit Card,748 Casey Cliff Suite 237,Germany,EUR
WEB01938,2023/12/04,Judith.lewis@hotmail.com,Judith Lewis,PROD074,Makeup Brush Set 12-Piece,Beauty,1,52.12,55.16,3.58,6.62,Completed,PayPal,7021 Cunningham Unions,United States,USD
WEB08757,30-Jul-2024,CHARLES.CRAIG@GMAIL.COM,Charles Craig,PROD070,Science Fiction Trilogy,Books,1,68.13,77.43,0.0,9.3,returned,Debit Card,6547 Savage Harbor,United Kingdom,GBP
WEB11665,28.10.2023,Hannah.frederick@yahoo.com,Hannah Frederick,P024,Leather Belt Classic,Fashion,4,28.83,102.71,19.91,7.3,Pending,Google Pay,14557 Kristi Track,United States,USD
WEB30194,26.08.2024,CODY.MYERS@GMAIL.COM,Cody Myers,P027,Hoodie Pullover,Fashion,2,53.83,136.91,0.0,8.44,Delivered,Google Pay,92350 Montoya Road Apt. 672,United States,
WEB23583,11-Feb-2023,jamesleonard@gmail.com,James Leonard,P029,Crossbody Bag Leather,Fashion,2,89.55,189.39,0.0,10.29,pending,Credit Card,57617 Christopher Causeway,United States,usd
WEB08151,19.12.2024,Deanna.wall@yahoo.com,Deanna Wall,P041,Storage Bins Set of 6,Home & Kitchen,3,41.67,130.54,0.0,5.53,Complete,PayPal,45915 Lisa Court Suite 019,United States,USD
WEB04104,2024-10-03,alexander.rodriguez@gmail.com,Alexander Rodriguez,PROD-040,Towel Set 8-Piece,Home & Kitchen,1,63.1,72.15,0.0,9.05,Completed,PayPal,5320 Zachary Forge Suite 409,United States,USD
WEB09573,2023/12/10,KENNETH.MOORE@HOTMAIL.COM,Kenneth Moore,PROD011,Phone Screen Protector,Electronics,1,20.21,34.84,0.0,14.63,Completed,Credit Card,86971 Anderson Pines Suite 561,France,EUR
WEB03293,2023/12/01,MICHELLE.PORTER@GMAIL.COM,Michelle Porter,prod-003,USB-C Fast Charger,Electronics,1,16.5,27.23,0.0,10.73,Pending,Debit Card,9406 Philip Ville Apt. 703,United States,USD
WEB09474,02/22/2024,jessicamoore@hotmail.com,Jessica Moore,PROD-032,Coffee Maker 12-Cup,Home & Kitchen,2,109.45,227.59,0.0,8.69,pending,Google Pay,11712 Kenneth Forges,United Kingdom,GBP
WEB30355,2023-11-01,lisa.owens@yahoo.com,Lisa Owens,PROD068,Children's Book Set,Books,3,32.71,99.16,12.54,13.57,PENDING,Credit Card,36562 Wheeler Lake,United States,USD
WEB10895,07.01.2024,anthony.lee@hotmail.com,Anthony Lee,P028,Backpack Travel,Fashion,1,60.89,66.96,0.93,7.0,Cancelled,Credit Card,4475 Deborah Key Suite 967,United States,usd
WEB07971,12/20/2024,chad.evans@hotmail.com,Chad Evans,prod-029,Crossbody Bag Leather,Fashion,3,92.73,283.18,7.64,12.63,Completed,Debit Card,46904 Olsen Bypass Suite 273,United States,USD
WEB27800,06.12.2024,TAMARA.RICE@GMAIL.COM,Tamara Rice,P035,Throw Pillow Set of 4,Home & Kitchen,1,45.83,60.27,0.0,14.44,pending,Google Pay,252 Aaron Club Apt. 843,Germany,EUR
WEB06834,2024-09-01,Victor.miller@gmail.com,Victor Miller,prod-005,Wireless Mouse,Electronics,5,29.99,156.0,4.35,10.4,COMPLETED,Google Pay,918 Amanda Radial,France,EUR
WEB08870,18-Sep-2024,ROBERT.LAWSON@HOTMAIL.COM,Robert Lawson,PROD035,Throw Pillow Set of 4,Home & Kitchen,1,46.36,57.79,0.0,11.43,Pending,Google Pay,6262 Jones Locks,United States,USD
WEB19521,2023/02/20,christianclark@hotmail.com,Christian Clark,PROD018,Denim Jeans Slim Fit,Fashion,1,88.5,98.3,0.0,9.8,Shipped,Google Pay,580 James Neck,United Kingdom,GBP
WEB02471,2024/10/23,tannerdavis@hotmail.com,Tanner Davis,PROD002,Smartphone Case Premium,Electronics,1,13.12,21.79,0.0,8.67,Dispatched,PayPal,28717 William Loaf,United States,USD
WEB18523,2023/07/27,elizabeth.crawford@hotmail.com,Elizabeth Crawford,PROD012,HDMI Cable 6ft,Electronics,2,14.27,38.1,0.0,9.56,Cancelled,Credit Card,52825 Bernard Ramp,United States,USD
WEB19417,04/15/2023,crystal.jackson@gmail.com,Crystal Jackson,PROD-057,Soccer Ball Professional,Sports,1,58.78,65.81,5.76,12.79,CANCELLED,Apple Pay,738 Jon Squares Suite 844,United States,USD
WEB14249,2024/01/26,monica.lewis@yahoo.com,Monica Lewis,PROD035,Throw Pillow Set of 4,Home & Kitchen,4,24.55,105.47,0.0,7.27,Shipped,Google Pay,10224 Cook Canyon,United States,USD
WEB27655,02.05.2024,katherine.snyder@hotmail.com,Katherine Snyder,P025,Dress Shirt Long Sleeve,Fashion,2,39.07,92.26,0.0,14.12,CANCELLED,PayPal,,United States,USD
WEB23623,2024/08/05,MITCHELL.MCCORMICK@HOTMAIL.COM,Mitchell Mccormick,PROD079,Body Lotion Moisturizing,Beauty,2,29.65,70.2,0.0,10.9,Dispatched,PayPal,090 Paul Valleys Apt. 598,United States,USD
WEB21599,30-May-2024,benjamindavis@yahoo.com,Benjamin Davis,prod-033,Non-Stick Cookware Set,Home & Kitchen,4,119.17,482.68,0.0,6.0,Success,Apple Pay,36703 Hughes Common,United States,USD
WEB16729,2023/06/17,frederickrobinson@yahoo.com,Frederick Robinson,P050,Camping Tent 4-Person,Sports,3,263.73,805.76,0.0,14.57,SHIPPED,PayPal,70498 Ashley Parks Apt. 974,United Kingdom,GBP
WEB21520,17.07.2023,Amber.smith@gmail.com,Amber Smith,PROD-051,Sleeping Bag Cold Weather,Sports,1,108.71,115.4,0.0,6.69,Completed,Apple Pay,8737 Flores Isle,United States,USD
WEB01534,2024/02/26,Dylan.garrison@yahoo.com,Dylan Garrison,PROD-024,Leather Belt Classic,Fashion,2,49.56,105.01,0.0,5.89,Cancelled,Apple Pay,5732 Shelly Ferry,United States,USD
WEB00921,02/04/2024,BRIANNA.WILLIAMS@GMAIL.COM,Brianna Williams,prod-038,Air Fryer 5-Quart,Home & Kitchen,1,143.84,156.65,0.0,12.81,Shipped,PayPal,21526 Brandon Shoals,United Kingdom,GBP
WEB30098,26-Mar-2024,Michael.jones@yahoo.com,Michael Jones,P003,USB-C Fast Charger,Electronics,4,25.77,109.17,0.0,6.09,Cancelled,PayPal,44963 Alicia Valleys Suite 944,United States,USD
WEB12408,31-Jan-2024,BAILEY.CROSBY@HOTMAIL.COM,Bailey Crosby,P021,Winter Jacket Insulated,Fashion,1,106.37,114.46,0.0,8.09,Shipped,PayPal,54443 Jacqueline Pines Suite 151,United States,USD
WEB06187,23.10.2024,Kristy.ramirez@yahoo.com,,prod-047,Dumbbell Set Adjustable,Sports,3,75.99,222.15,20.65,14.83,PENDING,PayPal,34390 Sean Pass Suite 382,United States,USD
WEB14556,2023/06/08,melissa.stevenson@hotmail.com,Melissa Stevenson,PROD064,Self-Help Motivation Book,Books,1,31.9,43.13,0.0,11.23,Cancelled,PayPal,098 Phillips Canyon,United States,USD
WEB20839,04.03.2024,Rachel.pena@gmail.com,Rachel Pena,PROD062,Data Science Essentials,Books,1,27.85,34.6,0.02,6.77,pending,Apple Pay,021 Franklin Locks Suite 522,United States,USD
WEB27043,2024/03/30,CHRISTOPHER.FOSTER@YAHOO.COM,Christopher Foster,PROD-037,Vacuum Cleaner Cordless,Home & Kitchen,4,216.09,878.61,0.0,14.25,Success,Apple Pay,9005 Michael Manors Apt. 488,United States,USD
WEB29176,2024-01-01,Regina.hudson@yahoo.com,Regina Hudson,PROD-010,Bluetooth Speaker Waterproof,Electronics,3,73.02,224.18,0.0,5.12,CANCELLED,Google Pay,115 Jessica Ferry Suite 969,United States,USD
